,discount,price,no of items,location,segment,sub-class,delivery type,profit
5986,0.0,27.88,2,West,Corporate,chocolates,Standard Class,3.9032
5987,0.2,244.768,4,South,Corporate,colddrinks,Standard Class,24.4768
5988,0.2,39.72,5,South,Corporate,laptop,Standard Class,4.4685
5989,0.2,289.568,2,South,Corporate,pants,Standard Class,10.8588
5990,0.0,128.4,3,East,Consumer,headset,Standard Class,62.916000000000004
5991,0.2,151.192,1,Central,Consumer,colddrinks,Standard Class,13.2293
5992,0.0,4.91,1,Central,Corporate,headset,Standard Class,2.3077
5993,0.0,314.55,3,Central,Corporate,phone,Standard Class,150.984
5994,0.0,404.94,3,Central,Corporate,colddrinks,Second Class,109.3338
5995,0.0,39.88,2,East,Corporate,shorts,Standard Class,11.1664
5996,0.2,67.176,3,Central,Consumer,colddrinks,First Class,6.7176
5997,0.2,58.368,12,Central,Consumer,lighting,Standard Class,21.888
5998,0.2,361.376,2,West,Corporate,colddrinks,Standard Class,27.1032
5999,0.2,38.135999999999996,7,West,Consumer,headset,Second Class,13.3476
6000,0.2,1016.7919999999999,1,West,Consumer,headset,Second Class,381.29699999999997
6001,0.0,99.39,3,West,Corporate,chocolates,Standard Class,40.7499
6002,0.0,23.65,1,East,Consumer,television,Standard Class,6.149
6003,0.0,13.98,2,East,Consumer,colddrinks,Standard Class,3.9144
6004,0.0,89.97,3,East,Consumer,colddrinks,Standard Class,25.1916
6005,0.0,19.92,4,East,Consumer,shorts,Standard Class,6.5736
6006,0.0,16.45,5,East,Consumer,phone,Standard Class,7.567
6007,0.4,630.024,4,South,Corporate,hoodies,Same Day,-199.5076
6008,0.0,9.84,3,West,Consumer,television,First Class,2.8536
6009,0.4,1199.976,4,East,Consumer,fastfood,Second Class,179.9964
6010,0.3,380.05800000000005,3,East,Consumer,tshirts,Second Class,-21.7176
6011,0.0,40.44,3,East,Consumer,laptop,First Class,10.5144
6012,0.1,408.006,2,East,Consumer,tshirts,First Class,72.5344
6013,0.8,2.296,2,Central,Consumer,headset,Standard Class,-3.9032
6014,0.0,7.38,2,West,Consumer,tablet,Standard Class,3.4686
6015,0.0,8.26,2,South,Consumer,headset,Second Class,3.8822
6016,0.0,5.28,1,South,Consumer,phone,Second Class,2.376
6017,0.2,12.192,4,East,Corporate,headset,Standard Class,4.1148
6018,0.2,48.576,3,East,Consumer,shorts,Second Class,9.7152
6019,0.2,40.968,3,Central,Consumer,watch,Standard Class,13.8267
6020,0.0,28.4,5,West,Consumer,watch,Standard Class,13.347999999999999
6021,0.2,10.776,3,West,Consumer,headset,Standard Class,3.3675
6022,0.8,10.78,5,Central,Consumer,headset,Standard Class,-17.248
6023,0.6,2.3280000000000003,2,Central,Consumer,shorts,Standard Class,-0.7566
6024,0.2,100.704,6,Central,Consumer,laptop,Standard Class,-16.3644
6025,0.0,68.6,4,East,Consumer,laptop,Standard Class,18.522000000000002
6026,0.0,64.96,2,East,Consumer,laptop,Standard Class,2.5984
6027,0.2,14.352,3,East,Consumer,headset,Standard Class,4.6644
6028,0.2,61.12,5,West,Consumer,headset,Same Day,22.156
6029,0.0,595.0,5,West,Consumer,chocolates,Standard Class,95.2
6030,0.0,1319.96,4,South,Corporate,chocolates,Second Class,527.984
6031,0.2,8.32,5,West,Consumer,headset,First Class,2.8080000000000003
6032,0.0,301.96,2,Central,Consumer,tshirts,Second Class,33.2156
6033,0.2,61.192,1,West,Home Office,colddrinks,Standard Class,6.1192
6034,0.2,103.96799999999999,6,East,Corporate,battery,Standard Class,16.8948
6035,0.3,255.108,6,Central,Home Office,tshirts,Standard Class,-18.222
6036,0.2,19.648,2,Central,Home Office,phone,Standard Class,6.6312
6037,0.2,48.848,2,Central,Home Office,tablet,Standard Class,15.8756
6038,0.2,6.367999999999999,2,Central,Home Office,television,Standard Class,1.0348
6039,0.0,1117.92,4,Central,Home Office,laptop,Standard Class,55.896
6040,0.0,49.5,5,West,Home Office,charger,First Class,13.365
6041,0.2,15.232000000000001,4,Central,Consumer,phone,First Class,5.5216
6042,0.0,67.84,1,West,Home Office,battery,Standard Class,18.3168
6043,0.0,20.82,3,East,Corporate,television,Standard Class,7.4952
6044,0.2,59.976000000000006,3,East,Consumer,chocolates,Standard Class,11.9952
6045,0.8,6.216,6,Central,Consumer,headset,Standard Class,-9.6348
6046,0.1,167.292,6,Central,Corporate,battery,First Class,29.7408
6047,0.2,271.992,1,West,Consumer,colddrinks,Second Class,23.7993
6048,0.2,62.4,6,Central,Corporate,chocolates,Second Class,19.5
6049,0.2,97.984,2,Central,Corporate,laptop,Second Class,-24.496
6050,0.0,595.38,6,West,Consumer,shorts,Standard Class,297.69
6051,0.0,64.96,2,West,Consumer,battery,Standard Class,19.488
6052,0.0,37.17,9,West,Consumer,television,Standard Class,10.4076
6053,0.15,3406.664,8,West,Consumer,pants,Standard Class,160.3136
6054,0.7,78.759,9,East,Consumer,headset,Second Class,-57.7566
6055,0.0,13.36,2,East,Home Office,phone,First Class,6.4128
6056,0.0,59.97,3,East,Home Office,chocolates,First Class,14.9925
6057,0.2,17.855999999999998,4,Central,Consumer,television,Standard Class,4.2408
6058,0.4,313.176,2,East,Corporate,hoodies,Second Class,-120.0508
6059,0.7,3.7439999999999998,4,South,Home Office,headset,First Class,-2.6208
6060,0.4,494.98199999999997,3,East,Consumer,colddrinks,Standard Class,-115.4958
6061,0.2,7.312,2,West,Corporate,headset,Standard Class,2.5592
6062,0.0,3040.0,8,South,Corporate,sweets,First Class,1459.2
6063,0.0,33.75,5,South,Corporate,headset,First Class,16.875
6064,0.0,91.68,3,South,Corporate,headset,First Class,45.84
6065,0.0,34.95,5,Central,Corporate,chocolates,First Class,15.378
6066,0.0,152.0,5,Central,Corporate,headset,First Class,69.92
6067,0.0,31.56,3,East,Corporate,shorts,Standard Class,10.4148
6068,0.2,116.76,1,South,Consumer,colddrinks,Standard Class,14.595
6069,0.0,499.98,2,South,Consumer,chocolates,Second Class,114.9954
6070,0.6,242.176,4,Central,Home Office,shorts,Second Class,-302.72
6071,0.2,58.416000000000004,2,Central,Corporate,chocolates,Second Class,16.7946
6072,0.3,347.80199999999996,7,East,Corporate,tshirts,Standard Class,-24.843000000000004
6073,0.2,32.544000000000004,2,East,Corporate,laptop,Standard Class,-7.7292
6074,0.7,6.888,2,East,Corporate,headset,Standard Class,-5.0512
6075,0.2,12.672,8,East,Corporate,lighting,Standard Class,2.6928
6076,0.4,340.18199999999996,3,East,Corporate,colddrinks,Standard Class,-73.7061
6077,0.0,1263.3,6,South,Corporate,laptop,Second Class,315.825
6078,0.0,70.98,7,South,Corporate,phone,First Class,34.7802
6079,0.0,1126.02,3,South,Corporate,laptop,Second Class,56.301
6080,0.0,182.67,3,South,Corporate,tshirts,Second Class,52.9743
6081,0.7,7.434,6,South,Corporate,headset,Standard Class,-5.6994
6082,0.0,7.16,2,East,Consumer,headset,Standard Class,3.4368
6083,0.0,79.95,5,East,Consumer,headset,First Class,38.376
6084,0.0,204.95,5,East,Consumer,phone,First Class,100.4255
6085,0.0,34.65,3,East,Consumer,television,First Class,9.702
6086,0.0,25.92,4,East,Consumer,phone,First Class,12.4416
6087,0.2,39.808,4,West,Consumer,laptop,Standard Class,3.9808
6088,0.45,331.023,7,South,Consumer,hoodies,Standard Class,-114.3534
6089,0.0,101.7,6,South,Corporate,chocolates,Second Class,6.102
6090,0.0,49.44,3,Central,Consumer,headset,Standard Class,24.2256
6091,0.2,194.352,3,West,Consumer,tshirts,Standard Class,19.4352
6092,0.7,4499.985,5,East,Consumer,sweets,Standard Class,-6599.978
6093,0.2,94.992,2,Central,Consumer,chocolates,Second Class,-2.3748
6094,0.2,4.343999999999999,3,Central,Consumer,lighting,Second Class,0.8688
6095,0.2,297.57599999999996,3,Central,Consumer,chocolates,Second Class,-7.4394
6096,0.2,41.92,5,Central,Consumer,laptop,Second Class,3.668
6097,0.0,9.94,2,West,Home Office,shorts,Standard Class,3.0814
6098,0.2,33.52,2,West,Home Office,colddrinks,Standard Class,3.352
6099,0.0,6.48,1,East,Consumer,phone,First Class,3.1104
6100,0.0,88.4,4,East,Consumer,chocolates,First Class,11.492
6101,0.0,11.56,2,East,Consumer,phone,First Class,5.6644
6102,0.2,17.215999999999998,4,East,Consumer,headset,First Class,6.0256
6103,0.2,4.416,3,East,Home Office,lighting,Standard Class,1.6008
6104,0.2,70.44800000000001,7,East,Corporate,shorts,Same Day,12.3284
6105,0.2,14.368,2,East,Corporate,shorts,Same Day,3.9512
6106,0.2,15.8,5,East,Corporate,lighting,Same Day,2.37
6107,0.2,134.27200000000002,8,East,Home Office,headset,Standard Class,46.9952
6108,0.8,4.488,6,Central,Consumer,headset,Standard Class,-6.732
6109,0.2,2.088,1,Central,Consumer,tablet,Standard Class,0.6786
6110,0.2,24.031999999999996,2,Central,Consumer,chocolates,Standard Class,-0.6008
6111,0.2,23.616,9,Central,Consumer,television,Standard Class,2.6568
6112,0.2,74.352,3,Central,Consumer,phone,Second Class,23.235
6113,0.2,14.04,3,Central,Consumer,television,Second Class,1.5795
6114,0.2,24.784000000000002,1,West,Consumer,phone,Standard Class,7.745
6115,0.2,657.552,6,Central,Consumer,colddrinks,Standard Class,49.3164
6116,0.7,456.588,2,East,Consumer,headset,Standard Class,-304.392
6117,0.0,160.0,8,Central,Corporate,chocolates,Standard Class,62.4
6118,0.0,17.3,1,Central,Corporate,headset,Standard Class,8.304
6119,0.0,1568.61,9,Central,Corporate,hoodies,Standard Class,329.4081
6120,0.0,59.98,2,South,Consumer,colddrinks,First Class,17.994
6121,0.0,319.92,8,East,Corporate,sweets,Standard Class,118.3704
6122,0.0,563.4,4,East,Corporate,laptop,Standard Class,67.608
6123,0.2,5.08,1,South,Home Office,phone,Standard Class,1.651
6124,0.2,42.38399999999999,2,South,Home Office,battery,Standard Class,4.2384
6125,0.0,73.36,7,South,Consumer,laptop,Standard Class,19.8072
6126,0.2,10.527999999999999,4,South,Home Office,phone,Standard Class,3.4216
6127,0.0,82.26,3,West,Home Office,shorts,Standard Class,33.7266
6128,0.0,25.35,3,West,Home Office,charger,Standard Class,7.605
6129,0.2,139.96,5,East,Home Office,chocolates,First Class,-22.7435
6130,0.2,40.751999999999995,3,East,Home Office,watch,First Class,15.282
6131,0.0,207.76,4,East,Corporate,shorts,Second Class,85.1816
6132,0.2,1219.96,5,West,Consumer,headset,First Class,381.2375
6133,0.0,559.92,8,West,Corporate,chocolates,Standard Class,190.3728
6134,0.2,1684.7520000000002,6,West,Corporate,tshirts,Standard Class,210.59400000000002
6135,0.0,659.9,2,West,Corporate,chocolates,Standard Class,217.767
6136,0.2,339.92,5,South,Home Office,pants,Standard Class,8.498
6137,0.0,19.54,2,West,Home Office,shorts,Standard Class,7.2298
6138,0.0,39.0,12,West,Corporate,battery,Standard Class,11.31
6139,0.0,2279.96,4,East,Home Office,colddrinks,Standard Class,592.7896
6140,0.2,53.248000000000005,2,West,Consumer,headset,First Class,19.968
6141,0.0,51.75,5,Central,Home Office,tablet,Standard Class,24.84
6142,0.0,39.68,2,Central,Home Office,television,Standard Class,16.2688
6143,0.0,104.9,5,Central,Home Office,headset,Standard Class,50.352
6144,0.2,171.96,5,Central,Consumer,chocolates,Standard Class,45.1395
6145,0.8,12.588,3,Central,Consumer,headset,Standard Class,-20.1408
6146,0.32,956.6648,7,Central,Consumer,pants,Standard Class,-225.0976
6147,0.8,3.5639999999999996,3,Central,Consumer,headset,Standard Class,-6.237
6148,0.3,863.128,8,Central,Consumer,hoodies,Standard Class,-160.2952
6149,0.4,23.988000000000003,2,East,Corporate,colddrinks,Standard Class,-15.992
6150,0.2,29.12,5,West,Home Office,headset,Standard Class,9.828
6151,0.6,66.112,4,Central,Consumer,shorts,Standard Class,-84.2928
6152,0.6,11.376,3,Central,Consumer,shorts,Standard Class,-5.688
6153,0.2,686.4,2,West,Consumer,sweets,Standard Class,77.22
6154,0.2,185.37599999999998,2,South,Corporate,charger,Second Class,-34.758
6155,0.4,876.3,10,South,Corporate,hoodies,Second Class,-292.1
6156,0.2,45.248000000000005,2,South,Corporate,laptop,Second Class,3.9592
6157,0.0,38.88,6,West,Home Office,phone,Standard Class,18.6624
6158,0.2,4.176,1,West,Home Office,headset,Standard Class,1.305
6159,0.2,11.84,1,Central,Consumer,tablet,Same Day,4.44
6160,0.0,479.72,4,West,Consumer,chocolates,Standard Class,52.7692
6161,0.0,72.0,4,West,Consumer,chocolates,Second Class,12.96
6162,0.2,113.88799999999999,2,West,Consumer,tshirts,Second Class,9.9652
6163,0.0,12.9,2,West,Home Office,phone,Standard Class,6.321000000000001
6164,0.0,14.96,4,East,Consumer,lighting,First Class,0.2992
6165,0.2,119.976,3,East,Corporate,chocolates,Standard Class,22.4955
6166,0.0,14.82,3,West,Corporate,shorts,Standard Class,6.2244
6167,0.0,14.62,2,West,Corporate,tablet,First Class,6.8714
6168,0.0,11.36,2,West,Corporate,charger,First Class,3.2944
6169,0.2,26.976,4,West,Corporate,headset,First Class,8.7672
6170,0.2,37.44,4,West,Corporate,headset,First Class,11.7
6171,0.2,27.68,2,West,Consumer,headset,Standard Class,9.687999999999999
6172,0.2,7.712000000000001,2,West,Home Office,headset,Standard Class,2.7956
6173,0.0,84.84,3,West,Consumer,laptop,Second Class,22.9068
6174,0.2,35.568000000000005,2,South,Corporate,shorts,First Class,5.7798
6175,0.2,36.111999999999995,2,South,Corporate,phone,First Class,12.6392
6176,0.2,207.984,2,South,Corporate,tshirts,First Class,-28.5978
6177,0.0,238.56,3,West,Home Office,shorts,Second Class,26.2416
6178,0.2,81.42399999999999,2,West,Home Office,tshirts,Second Class,-9.1602
6179,0.0,756.8,5,South,Consumer,shorts,First Class,75.68
6180,0.0,89.97,3,South,Consumer,chocolates,First Class,18.8937
6181,0.0,273.96,2,South,Consumer,shorts,First Class,71.2296
6182,0.0,158.13,3,West,Consumer,watch,Second Class,77.4837
6183,0.2,88.76799999999999,2,South,Corporate,phone,First Class,31.0688
6184,0.2,1603.136,4,West,Home Office,tshirts,Standard Class,100.196
6185,0.2,50.496,6,South,Corporate,shorts,Standard Class,8.2056
6186,0.2,629.184,8,West,Corporate,tablet,Second Class,228.0792
6187,0.0,20.0,4,South,Consumer,lighting,Second Class,9.6
6188,0.0,1101.48,4,West,Consumer,battery,First Class,429.5772
6189,0.0,87.71,7,West,Consumer,tablet,First Class,41.2237
6190,0.0,82.95,5,West,Consumer,chocolates,First Class,29.0325
6191,0.2,217.584,2,West,Consumer,tshirts,First Class,-29.9178
6192,0.0,8.82,3,West,Consumer,television,Standard Class,2.3814
6193,0.0,27.24,6,Central,Consumer,headset,Standard Class,13.3476
6194,0.0,75.96,2,Central,Consumer,television,Standard Class,22.788
6195,0.2,68.112,3,Central,Consumer,chocolates,Standard Class,17.8794
6196,0.2,111.67200000000001,9,Central,Corporate,laptop,First Class,6.9795
6197,0.0,251.79,3,South,Home Office,watch,Standard Class,118.3413
6198,0.0,21.8,2,South,Home Office,colddrinks,Standard Class,6.104
6199,0.2,1403.92,5,West,Corporate,tshirts,Standard Class,70.196
6200,0.0,332.94,3,Central,Corporate,laptop,Standard Class,9.9882
6201,0.0,368.97,3,Central,Corporate,tshirts,Standard Class,81.1734
6202,0.0,21.96,2,Central,Corporate,charger,Standard Class,6.1488
6203,0.2,32.064,6,South,Consumer,phone,Second Class,11.2224
6204,0.0,1085.42,7,West,Corporate,laptop,Standard Class,282.2092
6205,0.3,492.835,5,East,Consumer,tshirts,Standard Class,-14.081
6206,0.0,7.98,3,South,Consumer,television,Second Class,2.0748
6207,0.0,24.1,5,South,Consumer,shorts,Second Class,9.158
6208,0.0,8.75,1,South,Consumer,television,Second Class,2.625
6209,0.0,842.94,3,South,Consumer,hoodies,Second Class,160.1586
6210,0.2,650.352,3,West,Corporate,tshirts,Second Class,-97.5528
6211,0.2,47.952,3,West,Corporate,phone,Second Class,16.7832
6212,0.2,104.78399999999999,1,West,Corporate,tshirts,Second Class,-14.4078
6213,0.2,17.584,7,West,Corporate,charger,Second Class,-4.1762
6214,0.0,192.8,4,West,Consumer,television,Same Day,55.912
6215,0.0,38.29,7,West,Consumer,shorts,First Class,16.4647
6216,0.0,209.88,3,West,Corporate,shorts,Second Class,35.6796
6217,0.0,10.74,3,South,Consumer,lighting,Same Day,5.2626
6218,0.3,470.155,7,East,Home Office,tshirts,Standard Class,-13.433
6219,0.2,15.175999999999998,1,West,Corporate,phone,Second Class,5.3116
6220,0.2,72.0,1,East,Home Office,chocolates,Standard Class,14.4
6221,0.7,4.158,7,West,Consumer,headset,First Class,-3.465
6222,0.2,9.248,2,Central,Corporate,phone,Standard Class,3.3524
6223,0.0,314.55,3,West,Consumer,phone,Standard Class,150.984
6224,0.0,19.44,3,West,Consumer,phone,Standard Class,9.3312
6225,0.2,9.296,2,West,Consumer,headset,Standard Class,3.0212
6226,0.0,116.28,3,West,Consumer,phone,Standard Class,56.9772
6227,0.2,43.583999999999996,12,West,Consumer,headset,Standard Class,15.7992
6228,0.0,43.32,2,West,Consumer,battery,Standard Class,14.2956
6229,0.0,15.26,7,West,Consumer,lighting,Standard Class,5.0358
6230,0.7,179.99099999999999,3,West,Consumer,sweets,First Class,-251.9874
6231,0.0,263.96,4,East,Consumer,colddrinks,First Class,71.2692
6232,0.0,12.39,3,Central,Corporate,television,Standard Class,3.4692
6233,0.0,12.96,2,East,Consumer,phone,First Class,6.2208
6234,0.7,4.368,7,West,Consumer,headset,Standard Class,-3.3488
6235,0.7,6.27,5,West,Consumer,headset,Standard Class,-4.598
6236,0.2,14.112,6,Central,Consumer,television,Standard Class,1.2348
6237,0.0,2678.94,6,Central,Corporate,hoodies,Standard Class,241.1046
6238,0.2,31.504,11,West,Consumer,headset,Standard Class,11.0264
6239,0.2,451.152,3,West,Consumer,tshirts,Standard Class,0.0
6240,0.0,41.96,2,West,Consumer,shorts,Standard Class,10.9096
6241,0.2,35.232,3,East,Corporate,headset,Standard Class,11.4504
6242,0.2,55.008,3,East,Corporate,headset,Standard Class,17.19
6243,0.1,245.646,3,East,Corporate,tshirts,Standard Class,8.1882
6244,0.0,92.94,3,East,Corporate,television,Standard Class,25.0938
6245,0.0,36.0,2,East,Corporate,chocolates,Standard Class,6.48
6246,0.0,28.14,3,East,Corporate,laptop,Standard Class,7.8792
6247,0.2,671.544,3,South,Home Office,battery,Standard Class,50.3658
6248,0.7,9.888,2,South,Home Office,headset,Standard Class,-6.9216
6249,0.0,6.96,4,West,Consumer,shorts,Second Class,2.2272
6250,0.0,257.98,2,Central,Consumer,colddrinks,Standard Class,74.8142
6251,0.3,47.992,2,Central,Corporate,tshirts,Standard Class,-2.0568
6252,0.2,95.96799999999999,4,Central,Corporate,chocolates,Standard Class,1.1996
6253,0.2,31.984,2,West,Consumer,chocolates,Standard Class,1.999
6254,0.0,287.52,8,Central,Corporate,watch,Second Class,129.384
6255,0.0,37.68,2,Central,Corporate,battery,Second Class,10.5504
6256,0.0,19.98,2,Central,Corporate,phone,Second Class,8.991
6257,0.0,359.97,3,East,Consumer,colddrinks,First Class,100.7916
6258,0.0,30.36,4,Central,Corporate,shorts,Standard Class,13.0548
6259,0.0,36.63,3,East,Corporate,laptop,Standard Class,9.8901
6260,0.0,140.75,5,East,Corporate,television,Standard Class,39.41
6261,0.0,77.55,5,East,Corporate,laptop,Standard Class,20.163
6262,0.8,3.136,2,Central,Home Office,headset,Standard Class,-4.704
6263,0.2,217.05599999999998,7,East,Home Office,phone,Standard Class,78.6828
6264,0.0,4.18,1,West,Home Office,shorts,Standard Class,1.5048
6265,0.2,52.136,7,South,Consumer,charger,Standard Class,5.8653
6266,0.0,83.36,1,East,Consumer,laptop,Standard Class,20.84
6267,0.0,44.02,2,West,Home Office,television,Standard Class,11.4452
6268,0.2,674.352,3,West,Home Office,hoodies,First Class,-8.4294
6269,0.2,203.976,3,West,Home Office,colddrinks,First Class,25.497
6270,0.3,449.37199999999996,2,East,Consumer,tshirts,Standard Class,-12.8392
6271,0.3,1537.0739999999998,9,East,Consumer,tshirts,Standard Class,0.0
6272,0.2,16.752,6,East,Consumer,lighting,Standard Class,5.4444
6273,0.2,110.096,2,East,Consumer,battery,Standard Class,33.0288
6274,0.3,1474.8020000000001,7,East,Consumer,tshirts,Standard Class,-21.0686
6275,0.0,17.38,2,Central,Corporate,headset,Second Class,8.69
6276,0.0,20.58,7,Central,Corporate,television,Second Class,5.5566
6277,0.6,22.752,6,Central,Corporate,shorts,First Class,-8.532
6278,0.0,59.97,3,East,Consumer,chocolates,Standard Class,14.9925
6279,0.0,24.88,2,East,Corporate,laptop,Standard Class,6.9664
6280,0.2,3.64,1,East,Consumer,headset,Standard Class,1.365
6281,0.2,89.568,2,East,Home Office,phone,Standard Class,32.4684
6282,0.4,41.958,7,East,Home Office,colddrinks,Standard Class,-9.7902
6283,0.0,14.94,3,East,Home Office,tablet,Standard Class,6.8724
6284,0.2,9.216000000000001,4,East,Home Office,tablet,Standard Class,3.3408
6285,0.2,38.976,3,East,Consumer,laptop,Second Class,-2.436
6286,0.2,14.72,5,East,Consumer,charger,Second Class,-3.312
6287,0.0,41.86,7,South,Consumer,television,Standard Class,10.465
6288,0.0,32.4,5,West,Home Office,phone,First Class,15.552
6289,0.2,13.216,4,West,Home Office,headset,First Class,4.4604
6290,0.2,70.008,3,West,Corporate,headset,First Class,24.5028
6291,0.0,155.82,7,West,Corporate,laptop,First Class,42.0714
6292,0.0,479.97,3,West,Consumer,chocolates,Standard Class,177.5889
6293,0.0,731.94,3,South,Consumer,tshirts,Second Class,219.582
6294,0.0,261.96,2,South,Consumer,pants,Second Class,41.9136
6295,0.2,57.583999999999996,2,West,Consumer,headset,Standard Class,20.1544
6296,0.0,479.97,3,West,Corporate,chocolates,Standard Class,163.1898
6297,0.2,314.08799999999997,3,Central,Consumer,laptop,Standard Class,19.6305
6298,0.2,276.784,2,East,Consumer,headset,First Class,89.9548
6299,0.0,881.93,7,East,Consumer,colddrinks,Standard Class,220.4825
6300,0.2,22.248,3,East,Home Office,phone,Standard Class,7.5087
6301,0.2,334.88,4,East,Home Office,battery,Standard Class,29.302
6302,0.6,44.46,5,Central,Consumer,shorts,Standard Class,-17.784000000000002
6303,0.2,4.624,1,East,Home Office,phone,Standard Class,1.6762
6304,0.0,341.96,2,Central,Consumer,pants,First Class,54.7136
6305,0.2,148.28799999999998,7,East,Home Office,shorts,Standard Class,29.6576
6306,0.0,221.98,2,Central,Consumer,colddrinks,First Class,62.1544
6307,0.2,31.104,6,East,Consumer,phone,First Class,10.8864
6308,0.0,29.74,1,West,Consumer,laptop,First Class,4.461
6309,0.0,9.98,1,West,Home Office,shorts,Standard Class,2.7944
6310,0.0,14.7,5,West,Consumer,television,Second Class,3.969
6311,0.2,5.184,3,West,Consumer,headset,Second Class,1.8144
6312,0.0,720.76,4,West,Consumer,laptop,Second Class,187.3976
6313,0.0,61.4,5,West,Consumer,phone,Second Class,28.858
6314,0.0,116.82,3,East,Consumer,laptop,First Class,5.841
6315,0.0,129.92,4,West,Consumer,battery,Second Class,38.976
6316,0.0,467.46,9,West,Consumer,shorts,Second Class,191.6586
6317,0.7,69.888,7,East,Home Office,headset,Standard Class,-46.592
6318,0.2,279.944,7,Central,Consumer,chocolates,Standard Class,48.9902
6319,0.0,37.3,2,Central,Corporate,shorts,Standard Class,17.158
6320,0.2,178.92,7,East,Home Office,chocolates,Standard Class,-29.0745
6321,0.0,67.71,3,West,Consumer,phone,Second Class,32.5008
6322,0.2,20.368,1,East,Corporate,headset,Standard Class,7.3834
6323,0.2,49.848,3,East,Corporate,headset,Standard Class,16.8237
6324,0.0,81.96,2,Central,Corporate,headset,Standard Class,39.3408
6325,0.2,11.415999999999999,1,West,Corporate,headset,Standard Class,3.8529
6326,0.2,11.648,2,West,Home Office,phone,First Class,3.7856
6327,0.2,18.688,4,West,Home Office,television,First Class,2.336
6328,0.7,45.24,4,West,Home Office,headset,First Class,-30.16
6329,0.0,39.92,4,West,Consumer,shorts,Standard Class,11.1776
6330,0.0,772.47,3,West,Consumer,chocolates,Standard Class,146.7693
6331,0.0,72.64,2,West,Consumer,chocolates,Standard Class,21.791999999999998
6332,0.0,1793.98,2,East,Corporate,headset,Standard Class,843.1706
6333,0.0,900.08,4,East,Home Office,laptop,Second Class,117.0104
6334,0.0,183.84,8,West,Corporate,shorts,Standard Class,62.5056
6335,0.2,112.77600000000001,3,West,Home Office,chocolates,First Class,-8.4582
6336,0.0,18.84,3,Central,Corporate,shorts,Standard Class,6.0288
6337,0.2,961.48,5,South,Corporate,charger,Second Class,-204.3145
6338,0.2,194.528,2,South,Corporate,battery,Second Class,24.316
6339,0.7,254.058,7,South,Corporate,headset,Second Class,-169.372
6340,0.0,9892.74,13,Central,Consumer,headset,Standard Class,4946.37
6341,0.2,13.488,2,West,Corporate,headset,Standard Class,4.3836
6342,0.0,579.3,5,West,Corporate,charger,Standard Class,28.965
6343,0.0,38.88,6,West,Corporate,phone,Standard Class,18.6624
6344,0.2,66.976,7,West,Corporate,colddrinks,First Class,6.6976
6345,0.2,15.936,4,West,Home Office,tablet,First Class,5.1792
6346,0.2,11.56,1,West,Home Office,sweets,Second Class,3.7569999999999997
6347,0.2,55.36,4,West,Home Office,headset,Second Class,19.375999999999998
6348,0.2,165.6,3,Central,Corporate,chocolates,Standard Class,-6.21
6349,0.2,25.584,2,East,Consumer,headset,Standard Class,8.9544
6350,0.2,22.784000000000002,1,West,Consumer,shorts,Standard Class,4.8416
6351,0.2,11.84,4,West,Consumer,shorts,Standard Class,3.108
6352,0.7,31.32,10,West,Consumer,headset,Standard Class,-25.055999999999997
6353,0.0,33.9,5,Central,Consumer,phone,Second Class,15.594000000000001
6354,0.0,15.42,2,South,Home Office,headset,Standard Class,6.939
6355,0.0,18.92,4,South,Home Office,shorts,Standard Class,7.3788
6356,0.0,66.3,3,South,Consumer,chocolates,Standard Class,8.619
6357,0.2,303.92,5,East,Consumer,shorts,Second Class,-30.392
6358,0.0,3.52,2,East,Corporate,television,Second Class,1.0208
6359,0.2,34.248000000000005,3,East,Corporate,headset,Second Class,11.5587
6360,0.7,5.2139999999999995,2,West,Corporate,headset,Standard Class,-4.1712
6361,0.7,10.44,6,West,Corporate,headset,Standard Class,-7.656000000000001
6362,0.5,455.97,6,West,Corporate,hoodies,Standard Class,-218.8656
6363,0.0,563.94,3,Central,Home Office,tshirts,First Class,112.788
6364,0.2,28.68,3,West,Home Office,colddrinks,First Class,-7.17
6365,0.5,377.45,5,West,Home Office,hoodies,First Class,-264.215
6366,0.8,1.8,5,Central,Corporate,headset,Standard Class,-2.88
6367,0.0,21.48,6,East,Consumer,lighting,Standard Class,10.5252
6368,0.0,46.53,3,West,Home Office,laptop,Standard Class,13.0284
6369,0.2,1114.272,4,West,Corporate,hoodies,Standard Class,41.7852
6370,0.2,6.096,2,West,Corporate,headset,Standard Class,2.2098
6371,0.0,63.88,4,Central,Corporate,chocolates,Standard Class,24.9132
6372,0.0,11.2,7,East,Corporate,television,Standard Class,4.816
6373,0.0,35.52,4,East,Corporate,charger,Standard Class,9.9456
6374,0.0,60.35,5,East,Corporate,shorts,Standard Class,19.9155
6375,0.0,56.52,3,West,Consumer,battery,Standard Class,15.8256
6376,0.0,383.64,6,West,Consumer,shorts,Standard Class,122.7648
6377,0.0,9.84,3,West,Consumer,television,Standard Class,3.2472
6378,0.0,49.12,4,South,Consumer,phone,Standard Class,23.0864
6379,0.0,26.86,2,Central,Home Office,laptop,Standard Class,6.715
6380,0.0,13.9,5,Central,Home Office,television,Standard Class,3.614
6381,0.0,33.48,4,Central,Home Office,shorts,Standard Class,8.7048
6382,0.0,657.93,7,Central,Home Office,colddrinks,Standard Class,184.2204
6383,0.2,383.952,6,East,Corporate,chocolates,Same Day,76.7904
